Franz Brozincevic Wetzikon
Franz Bruennow
Franz Brulliot
Franz Brungs
Franz Brunner
Franz Brunner (handballer)
Franz Brunner (wrestler)
Franz Brunnow
Franz Bruno Hofmann
Franz Brümmer
Franz Brünnow
Franz Bucheler
Franz Buchenau
Franz Bucher
Java (programming language)
